KIC,d_est,d_lo,d_hi,E(B-V),A_r,A_J,A_K,r,J,K
9203794,52.40176169,52.30645006,52.49741513,0.00149077,0.00370158,0.000969,0.00024001,14.218,10.942,10.06
9222296,91.38609292,91.05289947,91.7216902,0.00873618,0.02169194,0.00567852,0.00140653,15.701,12.307,11.467
9265282,114.1413275,113.3331227,114.9609338,0.00931414,0.02312701,0.00605419,0.00149958,17.183,13.547,12.689
9328653,180.6995009,178.6435753,182.8024339,0.01774655,0.04406467,0.01153525,0.00285719,16.998,13.782,12.98
9346063,105.3625566,104.9369501,105.7915677,0.00773175,0.01919794,0.00502564,0.00124481,16.053,12.9,12.055
9426508,92.56385724,92.20957829,92.92082027,0.01220495,0.0303049,0.00793322,0.001965,15.76,12.617,11.775
9446620,358.7677344,350.1391663,367.8242744,0.0240751,0.05977847,0.01564881,0.00387609,17.403,14.199,13.3
9508489,78.1676353,77.88279706,78.45452733,0.00669886,0.01663327,0.00435426,0.00107852,16.144,12.269,11.43
9508904,188.1760826,186.0134406,190.3886837,0.01314587,0.0326412,0.00854482,0.00211649,17.429,14.169,13.397
9530511,167.0321576,165.7110287,168.3741397,0.02932616,0.07281686,0.019062,0.00472151,16.121,12.869,12.034
9531271,294.5564261,288.0258768,301.3844368,0.02578264,0.0640183,0.01675872,0.00415101,17.522,14.252,13.445
9533618,848.2919748,718.4768392,1033.926643,0.08430544,0.20933039,0.05479853,0.01357318,19.408,16.134,15.244
9582827,147.3218579,146.0105515,148.6565034,0.0150985,0.03748957,0.00981402,0.00243086,16.073,12.948,12.182
9591560,224.479349,222.5145756,226.478499,0.02573699,0.06390495,0.01672904,0.00414366,15.73,12.5,11.583
9593432,274.5170019,256.9490347,294.6177255,0.02671579,0.06633531,0.01736526,0.00430124,17.615,14.091,13.241
9595546,178.4908947,147.9482465,224.9598155,0.02449897,0.06083095,0.01592433,0.00394433,19.724,15.843,14.966
9605714,250.048566,239.4073259,261.661695,0.05264566,0.13071918,0.03421968,0.00847595,16.076,13.016,12.201
9605900,255.8625096,252.7686894,259.0316172,0.05287357,0.13128507,0.03436782,0.00851264,16.064,12.923,12.044
9611538,154.0403313,152.5968621,155.5108737,0.0513042,0.12738831,0.03334773,0.00825998,16.84,13.371,12.458
9612825,92.74907106,92.3077717,93.19453439,0.00749519,0.01861055,0.00487187,0.00120672,16.303,12.903,12.133
9642890,123.742129,122.6436829,124.8600719,0.00975434,0.02422003,0.00634032,0.00157045,16.108,12.646,11.852
9643210,105.6533564,105.1579121,106.1534075,0.00703479,0.01746737,0.00457261,0.0011326,16.045,12.791,12.013
9654450,194.9464916,192.0765546,197.9019135,0.03013486,0.07482487,0.01958766,0.00485171,16.161,12.897,12.032
9654642,118.8847153,117.9333051,119.8513231,0.0113619,0.0282116,0.00738523,0.00182927,17.607,13.715,12.834
9654803,1990.976911,1192.923713,3755.523594,0.10042995,0.24936758,0.06527947,0.01616922,19.505,16.271,15.378
9655532,227.6890961,218.0556363,238.1967548,0.02942241,0.07305585,0.01912457,0.00473701,19.15,15.408,14.54
9655679,504.4429235,450.340695,573.058526,0.06054162,0.15032484,0.03935205,0.0097472,19.251,15.929,15.178
9705079,117.069825,116.1008596,118.054807,0.00966458,0.02399715,0.00628198,0.001556,15.611,12.41,11.622
9715286,349.4097752,325.0182886,377.6879716,0.05427305,0.13475999,0.03527748,0.00873796,19.442,16.113,15.174
9715460,164.8725276,163.1183611,166.6641446,0.02835184,0.07039762,0.0184287,0.00456465,17.443,13.425,12.551
9715957,428.8601492,407.2697392,452.8231499,0.02167737,0.05382491,0.01409029,0.00349006,18.787,15.45,14.922
9715985,288.7478738,276.5968702,301.9949076,0.03097971,0.07692261,0.02013681,0.00498773,19.008,15.353,14.453
9716727,651.0175504,579.9611237,741.5234434,0.05615586,0.13943501,0.03650131,0.00904109,18.893,15.651,15.02
9717123,644.4698519,571.111105,739.0271896,0.06995967,0.17370987,0.04547378,0.01126351,18.347,14.911,14.033
9717341,385.6685205,374.0422862,398.0268938,0.04228577,0.10499557,0.02748575,0.00680801,18.082,14.85,13.992
9730163,127.2012588,126.2135119,128.204308,0.02715152,0.06741723,0.01764849,0.00437139,17.462,13.542,12.61
9776037,260.1877541,252.9119597,267.8866485,0.03357373,0.08336358,0.02182293,0.00540537,18.06,14.375,13.434
9776485,388.8645038,369.7043527,410.0806885,0.06311255,0.15670846,0.04102315,0.01016112,18.623,15.34,14.452
9825426,138.6278219,136.9869151,140.3077978,0.01202269,0.02985234,0.00781475,0.00193565,15.545,12.317,11.468
9836326,631.2400839,561.6774267,720.076283,0.08387797,0.20826899,0.05452067,0.01350435,19.075,15.869,15.311
9836425,261.5065684,257.0685869,266.0976365,0.05151545,0.12791285,0.03348504,0.00829399,17.805,14.228,13.3
9836691,2067.054331,1512.422996,3106.629269,0.09199013,0.2284115,0.05979358,0.01481041,17.239,13.834,12.957
9836833,699.8398788,626.4426243,792.3163661,0.07664108,0.19029981,0.0498167,0.01233921,19.197,15.743,14.887
9836960,407.0305513,378.1139166,440.6487664,0.06393538,0.15875156,0.041558,0.0102936,18.793,15.391,14.55
9838000,192.1787893,190.1535982,194.2467961,0.02663985,0.06614674,0.0173159,0.00428902,16.927,13.675,12.907
9838371,418.4066957,390.5206887,450.5029327,0.05728713,0.14224395,0.03723663,0.00922323,18.926,15.482,14.577
9880519,288.9539853,283.5643043,294.5487012,0.02457674,0.06102405,0.01597488,0.00395686,17.25,13.48,12.65
9897336,775.5107994,665.5478037,927.977508,0.07033391,0.17463911,0.04571704,0.01132376,18.899,15.522,14.621
9897967,187.4138526,185.3127259,189.562302,0.0173149,0.04299289,0.01125468,0.0027877,16.923,13.274,12.374
9953754,127.5629125,126.8458945,128.2879368,0.01146083,0.02845724,0.00744954,0.00184519,15.965,12.699,11.865
9957818,251.3541199,243.8789082,259.2933817,0.02623302,0.06513659,0.01705146,0.00422352,17.481,14.276,13.425
9992786,69.62553178,69.38278487,69.86995284,0.00302574,0.00751292,0.00196673,0.00048714,15.937,12.628,11.817
10017286,173.4215253,170.2137113,176.750326,0.02754309,0.06838948,0.01790301,0.00443444,18.131,14.876,14.007
10024566,162.1895421,160.9383087,163.4600314,0.01859010,0.04615921,0.01208356,0.00299301,16.767,13.352,12.554
10066002,104.3545597,102.8126083,105.9426156,0.00499543,0.01240365,0.00324703,0.00080426,16.262,12.646,11.826
10069097,86.15459646,85.88053975,86.4303766,0.00454325,0.01128089,0.00295311,0.00073146,15.499,12.139,11.463
10193199,57.14155588,57.05131902,57.23207356,0.00279840,0.00694844,0.00181896,0.00045054,14.163,10.577,9.627
10251759,405.9804346,313.5778545,574.5394234,0.03039651,0.07547452,0.01975773,0.00489384,16.793,13.621,12.842
10275253,213.5490151,210.8879344,216.2768809,0.03117153,0.07739892,0.02026149,0.00501862,16.938,13.631,12.724
10285569,35.32869401,35.26778872,35.38980627,0.00150059,0.00372597,0.00097538,0.00024160,16.067,11.814,11.002
10318386,193.1836293,191.19902,195.2091194,0.01704063,0.04231189,0.01107641,0.00274354,16.813,13.506,12.682
10324321,139.2465484,138.1493185,140.3610312,0.01189524,0.02953588,0.00773190,0.00191513,16.514,13.237,12.414
10330511,100.7012115,100.1698715,101.2381172,0.00615029,0.01527117,0.00399769,0.00099020,16.667,13.365,12.487
10339336,221.0442612,217.7329201,224.4560202,0.01622587,0.04028884,0.01054682,0.00261237,17.315,14.154,13.34
10351279,113.0573762,112.2730059,113.8525853,0.00710271,0.01763603,0.00461676,0.00114354,17.813,13.886,13.069
10384327,290.0389799,285.1352632,295.111185,0.01965624,0.04880644,0.01277655,0.00316465,16.66,13.614,12.821
10396501,76.95850218,76.73877128,77.17947254,0.00347697,0.00863332,0.00226003,0.00055979,15.304,11.961,11.179
10448377,230.5934978,226.9347441,234.3699799,0.02142527,0.05319896,0.01392643,0.00344947,16.283,12.705,11.933
10449173,198.2839479,196.0589227,200.5591326,0.01453427,0.03608859,0.00944727,0.00234002,17.369,14.086,13.295
10452252,101.1968215,100.7216483,101.6764188,0.00989167,0.02456101,0.00642958,0.00159256,15.673,11.875,11.095
10455009,123.8196727,123.1379037,124.5088973,0.00988550,0.02454570,0.00642557,0.00159157,15.937,12.779,11.929
10459524,142.1492492,141.2843944,143.0245666,0.01074754,0.02668614,0.00698590,0.00173035,16.615,13.519,12.724
10471434,108.0654076,106.6626753,109.5048503,0.01259903,0.03128339,0.00818937,0.00202844,18.753,14.528,13.708
10548640,145.9420091,144.9120919,146.9864062,0.00836005,0.02075799,0.00543403,0.00134597,16.053,12.772,11.888
10548992,218.4655595,210.6288748,226.8968208,0.01586266,0.03938699,0.01031073,0.00255389,19.159,15.076,14.26
